sale_id,date,customer_id,product_id,quantity,unit_price,total_price
6,2025-02-25,2569,316,1,75.6,75.6
601,2025-03-13,464,316,1,75.6,75.6
981,2025-08-11,673,316,1,75.6,75.6
2091,2025-02-15,2612,316,1,75.6,75.6
2797,2025-01-22,1648,316,3,75.6,226.79999999999998
2859,2025-07-05,2180,316,4,75.6,302.4
2867,2025-04-20,2532,316,4,75.6,302.4
3004,2025-09-09,697,316,2,75.6,151.2
3249,2025-10-11,2838,316,1,75.6,75.6
3764,2025-02-26,4691,316,2,75.6,151.2
4120,2025-03-14,792,316,4,75.6,302.4
5343,2025-10-16,1130,316,2,75.6,151.2
5729,2024-11-29,4384,316,1,75.6,75.6
5781,2024-11-21,4827,316,4,75.6,302.4
6943,2024-12-21,1185,316,2,75.6,151.2
7413,2025-05-28,3557,316,4,75.6,302.4
7793,2025-04-24,1005,316,2,75.6,151.2
8547,2025-09-16,1595,316,2,75.6,151.2
9054,2025-03-22,2901,316,4,75.6,302.4
10551,2025-02-10,4873,316,2,75.6,151.2
10814,2025-03-16,4701,316,3,75.6,226.79999999999998
11208,2024-11-07,2787,316,3,75.6,226.79999999999998
11644,2025-09-20,4980,316,2,75.6,151.2
13314,2025-10-08,232,316,1,75.6,75.6
13399,2025-02-08,1917,316,2,75.6,151.2
13924,2025-10-18,3440,316,2,75.6,151.2
13991,2025-08-28,966,316,1,75.6,75.6
14214,2025-09-19,2761,316,4,75.6,302.4
14777,2024-11-23,4968,316,4,75.6,302.4
15217,2025-01-14,2509,316,1,75.6,75.6
15923,2025-08-08,355,316,4,75.6,302.4
16662,2024-12-26,3293,316,4,75.6,302.4
17440,2024-11-10,1651,316,4,75.6,302.4
17469,2025-05-08,2403,316,1,75.6,75.6
17647,2024-11-30,167,316,4,75.6,302.4
18159,2025-09-02,4907,316,2,75.6,151.2
18290,2025-02-18,1466,316,2,75.6,151.2
18390,2025-03-01,2546,316,4,75.6,302.4
18400,2025-06-29,55,316,1,75.6,75.6
19298,2025-01-15,2360,316,1,75.6,75.6
19922,2024-11-23,164,316,3,75.6,226.79999999999998
19947,2025-05-25,1453,316,4,75.6,302.4
7,2024-11-08,1886,246,1,134.91,134.91
289,2025-01-26,2837,246,2,134.91,269.82
390,2025-08-24,3694,246,3,134.91,404.73
529,2025-08-12,1846,246,1,134.91,134.91
1054,2025-06-09,188,246,4,134.91,539.64
1968,2025-02-04,4557,246,2,134.91,269.82
2315,2025-01-27,2136,246,1,134.91,134.91
3522,2025-02-23,2756,246,1,134.91,134.91
3782,2025-03-07,2559,246,2,134.91,269.82
4307,2025-07-17,1518,246,4,134.91,539.64
4894,2025-09-17,2567,246,4,134.91,539.64
5358,2025-07-31,3601,246,1,134.91,134.91
5806,2025-05-21,3604,246,4,134.91,539.64
5948,2025-09-26,255,246,2,134.91,269.82
6172,2024-12-11,1987,246,1,134.91,134.91
6721,2025-04-14,3009,246,4,134.91,539.64
6994,2025-03-29,4130,246,4,134.91,539.64
7237,2025-07-19,2414,246,2,134.91,269.82
7856,2025-04-10,4859,246,3,134.91,404.73
8569,2025-08-31,3673,246,3,134.91,404.73
9086,2025-10-14,2249,246,1,134.91,134.91
9467,2025-10-06,1630,246,2,134.91,269.82
9790,2024-12-07,4523,246,4,134.91,539.64
9959,2025-08-03,1366,246,3,134.91,404.73
11837,2025-09-08,603,246,4,134.91,539.64
12001,2025-04-01,4276,246,3,134.91,404.73
12014,2025-08-01,3165,246,2,134.91,269.82
12536,2025-09-30,2226,246,2,134.91,269.82
13262,2024-12-26,336,246,2,134.91,269.82
14402,2025-01-29,395,246,3,134.91,404.73
14596,2025-06-09,742,246,3,134.91,404.73
15032,2024-11-22,494,246,4,134.91,539.64
15091,2024-12-07,4924,246,2,134.91,269.82
15144,2025-02-15,589,246,3,134.91,404.73
16393,2025-05-18,2448,246,1,134.91,134.91
16640,2025-05-15,2445,246,1,134.91,134.91
17598,2025-01-05,2335,246,1,134.91,134.91
19087,2024-11-07,2528,246,2,134.91,269.82
19129,2025-10-23,1892,246,2,134.91,269.82
19598,2025-03-01,2413,246,2,134.91,269.82
8,2025-07-18,1300,90,4,43.35,173.4
872,2025-08-09,3232,90,1,43.35,43.35
1154,2025-05-02,4024,90,2,43.35,86.7
1416,2025-09-27,3093,90,4,43.35,173.4
1820,2025-06-27,3184,90,4,43.35,173.4
2324,2025-10-13,583,90,4,43.35,173.4
2405,2025-10-19,2604,90,1,43.35,43.35
2484,2024-11-08,3352,90,1,43.35,43.35
3106,2024-11-03,3635,90,3,43.35,130.05
3374,2024-11-09,3748,90,1,43.35,43.35
3498,2024-12-27,2349,90,2,43.35,86.7
3723,2025-04-13,4131,90,4,43.35,173.4
4166,2024-12-14,793,90,3,43.35,130.05
4225,2025-10-26,2793,90,1,43.35,43.35
6189,2025-06-15,4269,90,4,43.35,173.4
6491,2025-05-12,3694,90,2,43.35,86.7
6992,2025-09-17,249,90,1,43.35,43.35
7870,2025-08-10,3565,90,1,43.35,43.35
8248,2025-09-22,106,90,3,43.35,130.05
8332,2025-09-25,385,90,3,43.35,130.05
8412,2025-04-06,4911,90,3,43.35,130.05
8499,2025-07-26,1136,90,1,43.35,43.35
9289,2025-10-20,2911,90,4,43.35,173.4
9311,2025-08-23,103,90,2,43.35,86.7
9468,2025-06-20,4289,90,2,43.35,86.7
9791,2025-01-25,4218,90,4,43.35,173.4
9817,2025-04-12,4168,90,1,43.35,43.35
10029,2025-03-12,2945,90,4,43.35,173.4
11138,2025-02-11,553,90,3,43.35,130.05
11289,2025-05-07,3074,90,2,43.35,86.7
11611,2025-02-05,116,90,4,43.35,173.4
11654,2025-05-20,1877,90,3,43.35,130.05
11747,2025-06-11,1085,90,4,43.35,173.4
11850,2025-09-09,1871,90,4,43.35,173.4
11961,2025-01-06,3852,90,3,43.35,130.05
12263,2025-07-11,4448,90,2,43.35,86.7
13036,2025-08-01,1810,90,3,43.35,130.05
13559,2025-08-08,3497,90,4,43.35,173.4
13961,2025-07-19,1309,90,1,43.35,43.35
14662,2025-03-27,1659,90,4,43.35,173.4
15600,2025-10-28,3737,90,2,43.35,86.7
16273,2025-02-14,2049,90,3,43.35,130.05
16404,2024-12-29,4994,90,3,43.35,130.05
17289,2025-02-20,2100,90,3,43.35,130.05
17680,2025-05-18,4222,90,1,43.35,43.35
18399,2025-02-17,3850,90,3,43.35,130.05
18566,2025-07-23,4121,90,1,43.35,43.35
19051,2025-08-24,111,90,4,43.35,173.4
19583,2024-10-31,2570,90,3,43.35,130.05
19591,2025-03-03,1172,90,2,43.35,86.7
19663,2025-02-24,2546,90,3,43.35,130.05
19848,2025-07-03,1949,90,3,43.35,130.05
19932,2025-08-28,699,90,1,43.35,43.35
9,2025-04-29,2339,404,2,144.11,288.22
319,2025-01-16,2016,404,2,144.11,288.22
2090,2025-04-14,1907,404,3,144.11,432.33000000000004
3344,2025-04-11,507,404,3,144.11,432.33000000000004
3594,2025-03-24,1529,404,4,144.11,576.44
3603,2024-12-29,107,404,2,144.11,288.22
3915,2025-01-21,4818,404,2,144.11,288.22
4097,2025-08-28,2074,404,2,144.11,288.22
4100,2025-01-31,2822,404,3,144.11,432.33000000000004
5020,2025-02-11,321,404,4,144.11,576.44
5047,2025-05-22,149,404,1,144.11,144.11
5216,2025-04-24,3782,404,1,144.11,144.11
6010,2025-03-27,148,404,3,144.11,432.33000000000004
6110,2025-05-31,1328,404,4,144.11,576.44
6286,2025-08-15,4626,404,4,144.11,576.44
7180,2025-04-14,708,404,2,144.11,288.22
7216,2025-06-23,3883,404,3,144.11,432.33000000000004
7647,2024-10-28,518,404,3,144.11,432.33000000000004
7827,2025-08-16,3284,404,4,144.11,576.44
8254,2025-01-24,4357,404,1,144.11,144.11
8307,2025-08-02,4143,404,2,144.11,288.22
8711,2025-04-14,4914,404,2,144.11,288.22
8905,2025-10-07,4088,404,4,144.11,576.44
9988,2025-09-13,1518,404,1,144.11,144.11
10081,2025-08-08,728,404,3,144.11,432.33000000000004
10368,2025-07-29,1572,404,3,144.11,432.33000000000004
11801,2025-07-10,3041,404,1,144.11,144.11
12076,2024-11-04,4226,404,3,144.11,432.33000000000004
12400,2025-01-15,147,404,2,144.11,288.22
12757,2025-06-07,1522,404,3,144.11,432.33000000000004
13396,2025-08-11,1404,404,2,144.11,288.22
14083,2025-07-17,373,404,4,144.11,576.44
15531,2025-02-04,2357,404,4,144.11,576.44
16133,2025-03-09,703,404,4,144.11,576.44
16666,2025-01-18,1993,404,1,144.11,144.11
17171,2025-04-14,2005,404,4,144.11,576.44
17920,2025-10-14,4510,404,4,144.11,576.44
18249,2024-12-22,4302,404,4,144.11,576.44
18519,2024-11-16,1024,404,2,144.11,288.22
10,2025-01-03,1077,6,2,51.89,103.78
915,2025-03-25,4219,6,3,51.89,155.67000000000002
1581,2025-04-14,3851,6,4,51.89,207.56
1650,2024-12-06,1810,6,3,51.89,155.67000000000002
2117,2025-02-10,98,6,1,51.89,51.89
2764,2025-06-16,772,6,1,51.89,51.89
2978,2025-10-03,2613,6,3,51.89,155.67000000000002
2996,2025-06-02,71,6,4,51.89,207.56
3536,2025-08-19,4704,6,4,51.89,207.56
4229,2025-07-16,2686,6,2,51.89,103.78
4298,2025-06-30,4009,6,1,51.89,51.89
4516,2024-11-12,2511,6,1,51.89,51.89
5426,2025-07-15,4886,6,2,51.89,103.78
5509,2025-03-12,2958,6,2,51.89,103.78
6363,2025-02-23,59,6,1,51.89,51.89
6448,2025-03-03,1907,6,1,51.89,51.89
6844,2025-02-16,288,6,1,51.89,51.89
6982,2025-01-14,3104,6,3,51.89,155.67000000000002
7227,2024-11-04,4383,6,2,51.89,103.78
7305,2025-08-03,51,6,2,51.89,103.78
7327,2024-11-27,2990,6,3,51.89,155.67000000000002
8143,2025-06-18,4572,6,1,51.89,51.89
8541,2025-04-23,3175,6,1,51.89,51.89
8701,2025-06-05,1847,6,1,51.89,51.89
9138,2025-10-09,1613,6,2,51.89,103.78
9899,2025-06-09,1926,6,3,51.89,155.67000000000002
10140,2025-10-13,261,6,1,51.89,51.89
10596,2025-07-11,3129,6,1,51.89,51.89
10665,2025-07-16,4894,6,4,51.89,207.56
10834,2025-01-01,3867,6,1,51.89,51.89
10969,2024-12-06,2705,6,4,51.89,207.56
11139,2025-05-28,1154,6,4,51.89,207.56
11169,2025-01-17,4792,6,2,51.89,103.78
11410,2024-12-21,3618,6,1,51.89,51.89
12170,2025-05-06,3552,6,3,51.89,155.67000000000002
12625,2025-01-03,306,6,3,51.89,155.67000000000002
12903,2025-07-12,3362,6,3,51.89,155.67000000000002
12939,2025-09-27,4213,6,1,51.89,51.89
13558,2025-02-10,2227,6,4,51.89,207.56
13893,2025-07-15,839,6,2,51.89,103.78
14111,2025-08-02,1555,6,1,51.89,51.89
14189,2024-10-31,350,6,4,51.89,207.56
14923,2025-04-27,4038,6,4,51.89,207.56
16158,2025-07-31,1116,6,2,51.89,103.78
16320,2025-01-04,4889,6,4,51.89,207.56
16623,2025-05-03,4452,6,2,51.89,103.78
17058,2025-01-31,2934,6,2,51.89,103.78
17456,2025-02-02,2628,6,4,51.89,207.56
17549,2025-09-16,3940,6,2,51.89,103.78
17679,2025-08-14,3163,6,4,51.89,207.56
17847,2025-10-01,3609,6,4,51.89,207.56
18062,2024-11-25,1251,6,3,51.89,155.67000000000002
18092,2025-09-11,3657,6,3,51.89,155.67000000000002
19096,2025-04-02,3291,6,1,51.89,51.89
19609,2025-02-06,4827,6,3,51.89,155.67000000000002
19615,2025-05-15,4262,6,1,51.89,51.89
11,2025-09-02,3759,451,4,94.34,377.36
433,2025-01-20,4726,451,1,94.34,94.34
657,2025-07-28,4285,451,2,94.34,188.68
1105,2025-01-25,1893,451,2,94.34,188.68
1284,2025-09-16,550,451,2,94.34,188.68
1468,2025-04-04,332,451,4,94.34,377.36
1905,2025-04-17,1414,451,2,94.34,188.68
3760,2025-05-25,3109,451,1,94.34,94.34
4593,2025-03-19,3598,451,4,94.34,377.36
5099,2025-01-02,1377,451,3,94.34,283.02
5472,2025-07-24,85,451,1,94.34,94.34
6282,2025-10-28,714,451,2,94.34,188.68
7051,2024-11-29,3928,451,2,94.34,188.68
7308,2025-09-14,2788,451,4,94.34,377.36
8489,2024-12-28,782,451,4,94.34,377.36
9220,2024-12-23,2847,451,4,94.34,377.36
9892,2025-05-07,4413,451,3,94.34,283.02
10006,2024-11-19,1078,451,1,94.34,94.34
10076,2025-03-31,3998,451,3,94.34,283.02
10202,2025-06-13,4612,451,1,94.34,94.34
10604,2024-12-25,3589,451,4,94.34,377.36
10689,2025-06-10,3256,451,3,94.34,283.02
10986,2024-12-10,4550,451,4,94.34,377.36
11056,2025-10-25,1764,451,2,94.34,188.68
11175,2025-07-02,1977,451,2,94.34,188.68
11452,2025-04-10,3396,451,2,94.34,188.68
11754,2025-10-20,3694,451,3,94.34,283.02
11831,2025-05-08,2036,451,1,94.34,94.34
13379,2025-08-09,1108,451,4,94.34,377.36
13828,2025-06-30,2589,451,1,94.34,94.34
13935,2025-08-01,4575,451,4,94.34,377.36
14116,2024-11-18,2704,451,3,94.34,283.02
14205,2025-07-20,430,451,3,94.34,283.02
14235,2025-07-31,4629,451,4,94.34,377.36
14871,2024-11-01,2504,451,4,94.34,377.36
15301,2025-09-13,3323,451,3,94.34,283.02
15479,2025-04-06,2642,451,1,94.34,94.34
16864,2025-07-07,977,451,2,94.34,188.68
17173,2025-01-21,1125,451,4,94.34,377.36
18597,2025-09-15,1012,451,2,94.34,188.68
19436,2025-08-16,4963,451,3,94.34,283.02
19616,2025-09-25,4524,451,1,94.34,94.34
19775,2025-03-13,1523,451,2,94.34,188.68
12,2025-10-18,3182,266,4,120.98,483.92
996,2025-08-18,1077,266,2,120.98,241.96
1214,2025-05-06,3892,266,2,120.98,241.96
1426,2025-06-10,3147,266,2,120.98,241.96
1729,2025-09-14,2569,266,2,120.98,241.96
2136,2025-09-13,1059,266,2,120.98,241.96
2318,2025-10-22,1961,266,4,120.98,483.92
2357,2025-09-03,125,266,3,120.98,362.94
2521,2025-06-27,2940,266,2,120.98,241.96
4132,2025-09-03,1618,266,4,120.98,483.92
4552,2025-05-02,3802,266,4,120.98,483.92
4787,2024-11-20,4482,266,4,120.98,483.92
5049,2025-07-22,870,266,3,120.98,362.94
5673,2025-10-08,4026,266,3,120.98,362.94
6248,2025-01-26,4946,266,3,120.98,362.94
7278,2025-01-01,2550,266,4,120.98,483.92
7654,2024-12-01,2954,266,1,120.98,120.98
7745,2025-07-30,3447,266,2,120.98,241.96
7806,2025-07-23,2243,266,2,120.98,241.96
8182,2025-01-09,3565,266,2,120.98,241.96
8308,2025-02-04,4559,266,3,120.98,362.94
8452,2025-03-20,3895,266,4,120.98,483.92
8977,2025-05-05,4679,266,1,120.98,120.98
9175,2025-04-17,4229,266,2,120.98,241.96
9203,2025-04-20,2236,266,3,120.98,362.94
9257,2024-11-27,2446,266,1,120.98,120.98
9498,2025-05-16,963,266,4,120.98,483.92
9554,2025-10-21,3460,266,4,120.98,483.92
9963,2024-11-16,26,266,4,120.98,483.92
10957,2025-03-24,4671,266,3,120.98,362.94
11668,2025-08-30,118,266,3,120.98,362.94
12235,2024-12-02,1971,266,2,120.98,241.96
13010,2024-12-03,970,266,1,120.98,120.98
13409,2025-06-30,602,266,1,120.98,120.98
13448,2025-01-13,2687,266,3,120.98,362.94
14203,2025-02-26,3195,266,2,120.98,241.96
14306,2025-10-15,4789,266,3,120.98,362.94
15212,2025-04-02,1760,266,1,120.98,120.98
15450,2025-05-21,2942,266,1,120.98,120.98
15509,2025-10-06,790,266,4,120.98,483.92
16060,2025-01-08,718,266,4,120.98,483.92
16164,2025-04-17,2085,266,1,120.98,120.98
16577,2025-05-14,4781,266,4,120.98,483.92
16886,2025-09-30,629,266,1,120.98,120.98
17034,2025-05-12,4664,266,3,120.98,362.94
18016,2025-01-07,4359,266,4,120.98,483.92
18222,2025-04-23,29,266,3,120.98,362.94
18589,2025-08-12,3922,266,2,120.98,241.96
18783,2025-10-15,2869,266,3,120.98,362.94
19274,2025-01-11,1040,266,1,120.98,120.98
19283,2025-07-21,1179,266,2,120.98,241.96
19446,2024-12-23,730,266,3,120.98,362.94
19963,2025-08-09,3997,266,3,120.98,362.94
13,2025-05-16,4811,396,2,30.73,61.46
193,2025-10-05,2991,396,2,30.73,61.46
336,2024-11-27,1180,396,2,30.73,61.46
1230,2024-11-02,1551,396,1,30.73,30.73
2305,2025-01-20,1537,396,3,30.73,92.19
2345,2025-05-28,2380,396,3,30.73,92.19
2559,2024-11-15,1500,396,2,30.73,61.46
3520,2024-12-19,2695,396,1,30.73,30.73
